,,log_4brackets_2ndcities_bracket0,log_4brackets_2ndcities_bracket1,log_4brackets_2ndcities_bracket2,log_4brackets_2ndcities_bracket3,rf_8brackets_2ndcities,rf_4brackets_2ndcities,2ndcities_category_counts,1stcities_category_counts,rf_4brackets_1stcities,rf_8brackets_1stcities,log_4brackets_1stcities_bracket0,log_4brackets_1stcities_bracket1,log_4brackets_1stcities_bracket2,log_4brackets_1stcities_bracket3
3_cocktailbars_far,cocktailbars_far,22.8,-16.57,52.95,-207.6,38.04,32.6,15387,3773,50.58,262.49,-122.13,73.83,-162.06,10.57
2_carwash_far,carwash_far,-3.46,0.49,7.36,-34.2,10.21,46.88,1110,242,0,2.84,-123.02,63.04,30.48,-11.21
4_mobilephones_far,mobilephones_far,3.67,-3.63,-72.24,79.15,9.44,17.12,8202,1078,2.76,4.72,-124.02,-0.02,100.91,87.34
1_bars_far,bars_far,-16.11,18.4,-87.5,96.56,83.84,24.58,26752,37048,321.35,277.49,-124.13,135.17,-67.91,-133.61
4_pizza_far,pizza_far,-0.69,1.34,-1.63,-17.77,0,0,178,68,0,5.37,-124.36,24.8,-0.64,-0.87
0_tradamerican_near,tradamerican_near,4.8,4.36,-16.63,-12.86,38.68,3.27,8069,4946,17.53,9.8,-124.51,57.2,102.14,-78.93
0_hairstylists_far,hairstylists_far,-0.6,-32.84,46.58,-45.26,125.21,80.13,210743,10157,14.46,114.89,-125.45,84.17,-71.46,-34.62
2_flowers_near,flowers_near,4.29,-1.48,-21.66,-16.65,45.47,0,7794,7172,426.07,80.12,-125.75,8.99,-98.83,218.68
4_hairstylists_near,hairstylists_near,2.22,0.21,4.03,-136.89,0,0,3850,222,35.05,9.75,-126.93,-18.96,-42.63,142.48
0_transport_near,transport_near,4.76,-9.52,6.48,86.16,27,12.94,37655,21750,91.82,52.95,-127.05,-14.95,86.23,23.49
0_barbers_far,barbers_far,20.08,-15.12,-85.18,-60.52,63.67,283.3,50152,1639,38.6,108.58,-127.27,145.45,-53.73,38.43
1_hair_near,hair_near,-2.61,-7.72,66.36,82.23,32.14,81.25,15189,3750,46.97,54.06,-129.67,104.52,-86.3,-63.35
0_autorepair_far,autorepair_far,18.58,-6.74,-78.97,-43.08,360.54,260.83,181372,74002,336.5,523.22,-130.25,136.92,-195.88,175.35
4_sportgoods_far,sportgoods_far,0,0,0,0,0,0,0,92,27.09,30.23,-130.58,35.55,-26.44,-25.27
3_cosmetics_far,cosmetics_far,-0.49,9.27,-29.21,-117.24,50.24,38.81,55892,1762,62.53,23.51,-131.54,181.07,-256.59,-150.17
0_laundryservices_far,laundryservices_far,-0.8,-4.67,42.21,-114.56,136.67,121.37,23014,3226,131.66,106.3,-131.55,-23.4,264.19,-163.91
4_othersalons_far,othersalons_far,4.37,2.08,2.65,-0.11,0,16.73,392,946,7.08,0,-131.62,57.26,31.68,45.06
1_pets_near,pets_near,0,0,0,0,0,0,0,187,19.55,2.38,-132.19,43.1,46.53,-43.1
2_italian_far,italian_far,34.99,-0.87,-0.98,40.25,242.09,74.43,130278,31472,233.67,332.52,-132.33,24.52,100.77,-88.25
2_florists_near,florists_near,-5.23,23.79,-75.05,16.08,64.94,96.11,39963,3451,86.12,106.19,-133.17,99.41,-35.69,-12.89
2_nightlife_near,nightlife_near,-31.02,15.36,-25.16,90.68,123.75,130.62,163817,53966,253.81,199.25,-133.49,79.79,-68.31,-83.62
0_skincare_far,skincare_far,10.77,-41.12,-8.08,-18.03,106.18,131.28,88945,6245,116.59,230,-133.56,-87.52,-100,357.58
3_vegetarian_far,vegetarian_far,0.38,0.42,-0.76,-2.44,1.54,0,67,381,113.82,0,-134.95,90.7,-32.17,-22.23
2_thai_far,thai_far,-13.75,4.6,49.26,111.31,150.73,78.93,33000,9621,182.15,120.15,-135.31,-3.44,138.74,-10.75
3_nightlife_far,nightlife_far,1.2,-32.53,26.06,162.58,131.63,159.71,77589,37628,48.6,118.11,-136.36,83.03,-79.31,90.87
0_sportsbars_near,sportsbars_near,0.63,-1.99,0.53,6.8,16.49,7.29,614,79,0,0,-136.94,40.38,-1.62,-1.47
1_delis_far,delis_far,1.93,8.28,112.61,-212.47,129.51,102.38,73017,19420,473.33,187.79,-139.12,-100.45,252.93,191.19
2_catering_near,catering_near,-0.21,-0.69,29.39,19.37,0,0,23129,5902,89.45,44.57,-139.2,-84.58,233.27,161.7
3_eventplanning_far,eventplanning_far,1.02,-1.34,7.78,21.24,0,0,1087,571,26.56,18.18,-139.57,-22.38,8.93,51.75
0_photographers_near,photographers_near,24.53,-6.16,-9.02,-11.99,124.92,139.77,244261,21094,53.22,84.84,-140.02,-2.31,58.8,84.07
2_gyms_near,gyms_near,0,0,-2.75,3.48,0,0,86,178,0,24.55,-140.48,55.06,-15,-1.88
0_financialservices_far,financialservices_far,2.3,-5.16,-9.46,-28.88,271.53,328.21,835835,45911,238.03,486.76,-140.93,1.35,120.34,-65.01
0_sportsbars_far,sportsbars_far,-1.9,2.12,7.34,-24.73,16.72,14.58,1360,384,80.9,8.1,-140.98,112.45,-14.82,-31.21
3_grocery_far,grocery_far,-5.24,-13.94,-21.01,257.27,62.98,22.9,6001,793,87.93,93.12,-141.08,91.92,25.96,-50.63
0_chiropractors_near,chiropractors_near,-21.15,29.31,-24.27,52.61,124.43,65.58,64767,3448,53.85,57.63,-141.7,35.58,209.97,-75.65
0_cocktailbars_far,cocktailbars_far,2.62,9.7,57.28,-232.79,118.61,5.67,15537,467,0,16.8,-142.27,10.22,-71.69,83.46
1_groomer_far,groomer_far,0,0,0,0,0,0,0,45,30.06,5.42,-142.59,77.33,-13.97,-5.79
0_steak_far,steak_far,-5,4.71,48.33,-69.84,25.27,3.95,7609,189,99.99,16.45,-143.29,34.08,-54.01,69.04
3_drugstores_near,drugstores_near,5.18,-6.73,-14.22,-56.32,0,0,726,116,3.53,0,-144.77,61.26,9.44,9.27
3_french_near,french_near,-2.28,2.69,8.25,102.63,23.69,32.04,5573,836,40.97,38.72,-145.74,-74.26,53.53,212.63
0_pet_sitting_far,pet_sitting_far,-47.84,5.39,-42.39,78.32,211.73,336.47,264114,18871,186.12,340.16,-147.82,-127.55,237.77,155.07
0_lawyers_far,lawyers_far,1.65,12.79,7.03,-23.25,116.82,50.81,302572,31908,493.93,160.29,-147.92,42.22,110.28,-34.82
0_generaldentistry_near,generaldentistry_near,-16.96,13.57,-1.35,14.06,251.69,308.3,282574,9457,111.16,166.53,-148.46,66.32,-2.64,58.3
0_cosmetics_near,cosmetics_near,13.99,-17.84,0.26,-6.95,54.16,13.49,21099,3954,29.54,15.33,-148.56,-59.19,26.27,-17.73
4_medcenters_far,medcenters_far,0,0,0,0,0,0,0,94,0,5.26,-148.76,52.05,-1.43,-0.44
0_contractors_far,contractors_far,-52.27,-18.96,4.37,95.96,1724.75,666.14,1005184,106506,342.86,876.04,-149.76,-4.47,273.02,-20.51
2_generaldentistry_near,generaldentistry_near,5.54,-0.96,2.72,63.35,0,0,1429,56,0,0,-151.73,70.31,6.62,-27.28
1_juicebars_near,juicebars_near,2.92,9.56,31.63,93.97,60.67,41.03,15705,3831,107.19,0,-152.1,-115.74,33.71,2.66
4_hair_near,hair_near,-0.86,-13.26,9.19,47.82,0,0,1907,652,8.92,0,-153.14,109.37,-67.3,18.94
2_itservices_near,itservices_near,0.96,0.27,4.59,-12.73,0,0,352,1427,43.77,59.09,-155.38,109.91,3.44,3.11
3_laundryservices_far,laundryservices_far,4.1,-8.94,1.49,-69.4,16.23,0,15256,1267,204.32,18.6,-156,108.3,-78.39,-49.98
1_flowers_near,flowers_near,-0.43,0.42,3.77,-25.82,0,0,582,935,38.13,3.31,-156.49,114.88,-7.03,-70.52
2_eventservices_far,eventservices_far,39.42,-16.47,-59.08,68.29,356.68,219.8,261789,65012,194.79,281.24,-158.08,1.16,27.95,57.61
0_hair_extensions_near,hair_extensions_near,0.16,11.14,-16.25,-75.56,17.32,67.08,4326,1941,0,14.16,-159.45,-23.43,-21.54,62.51
3_menscloth_far,menscloth_far,-4.83,37.73,-30.67,210.69,53.61,70.95,205561,8212,179.14,166.28,-160.82,164.29,-152.96,-83.87
4_cosmetics_far,cosmetics_far,0.91,-0.79,7.33,-105.01,0,0,2649,1389,0,0,-161.28,59.25,-155.19,-105.49
2_copyshops_far,copyshops_far,-1.77,10.77,-21.73,163.92,44.56,2.08,6571,1611,17.97,100.1,-161.92,39.43,178.85,-13.07
0_nightlife_near,nightlife_near,6.66,6.82,55.89,-194.74,90.42,141.97,56139,9441,96.94,58.27,-162.2,4.78,32.5,127.63
2_chicken_wings_far,chicken_wings_far,-10.4,-4.47,33.65,-26.48,97.41,175.96,14004,9472,248.2,172.9,-162.75,47.67,23.78,-203.1
2_vietnamese_near,vietnamese_near,8.83,19.55,-30.5,11.01,111.13,32.94,5514,1199,5.92,33.22,-164.25,75.96,-1.21,-49.92
1_jewelry_near,jewelry_near,6.15,-1.79,5.6,-133.59,0,94.45,7351,872,41,53.29,-165.07,10.15,36.75,-18.11
3_othersalons_near,othersalons_near,-13.27,11.33,-57.81,58.9,7.15,5.83,7079,1047,8.34,4.09,-165.49,-5.02,136.59,-6.37
1_lounges_near,lounges_near,-5.23,1.99,35.51,-121.06,42.88,183.77,2402,1836,94.67,30.05,-166.24,-32.93,-12.61,-22.52
4_beautysvc_far,beautysvc_far,26.61,-2.87,39.18,-107.5,31.96,16.44,67667,4993,12.58,81.64,-166.83,36.21,-49.64,72.46
0_gyms_far,gyms_far,9.51,-12.16,37.57,97.11,310.18,235.97,117489,16664,187.79,249.39,-170.76,230.87,-67.49,-206.28
2_barbers_near,barbers_near,-24.89,8.93,-1.24,233.92,134.33,106.57,34314,3925,22.12,52.13,-171.01,-68.43,-231.07,385.05
3_homeandgarden_far,homeandgarden_far,-1.21,6.43,-11.93,-27.5,109.31,9.31,5904,13483,67.09,67.34,-171.13,-1.71,72.91,44.91
0_hairremoval_far,hairremoval_far,13.56,-62.35,48.06,-20.55,9.46,13.23,5117,5397,73.06,89.91,-171.53,-77.04,42.75,28.51
2_dentists_near,dentists_near,0,0,0,0,0,0,0,79,5.15,5.3,-172.9,74.14,5.06,-29.07
2_cosmeticdentists_near,cosmeticdentists_near,5.54,-0.96,2.72,63.35,0,0,1429,79,0,0,-172.9,74.14,5.06,-29.07
0_pet_sitting_near,pet_sitting_near,14.97,-41.31,32.47,21.5,174.75,178.78,102790,5236,98.9,63.12,-173.3,12.06,123.85,54.85
1_active_near,active_near,0.51,-0.42,2.49,-7.95,5.82,0,2976,735,79.11,19.81,-173.6,40.94,26.69,-13.05
2_convenience_near,convenience_near,-16.45,17.97,6.38,-15.14,199.24,23.43,10347,2307,31.41,25.9,-174.5,71.88,139.46,-12.91
1_food_near,food_near,-32.5,11.5,61.97,-118.93,304.06,328.62,346857,74802,240.5,175.77,-174.56,129.56,-35.65,-81.94
2_jewelry_far,jewelry_far,9.21,-21.66,23.43,-142.9,117.93,113.43,248297,16181,95.99,82.34,-174.89,-36.95,39.85,-25.96
0_servicestations_near,servicestations_near,25.99,-38.26,-82.51,-208.92,130.96,99.25,7780,2157,117.04,40.68,-175.02,90.61,-197.79,120.46
1_opticians_near,opticians_near,-6.94,10.14,-1.35,3.23,0,59.19,585,85,22.97,7.06,-175.37,-21.04,102.21,30.31
3_eventservices_near,eventservices_near,-15.03,9.96,26.07,-42.66,106.79,58.84,27648,3940,72.19,44.29,-175.72,-45.64,102.63,186.42
1_shoes_near,shoes_near,7.94,-10.13,30.7,24.76,0,9.41,2705,337,0,4.29,-176.14,66.15,-13.98,-3.88
3_wine_bars_near,wine_bars_near,9.54,0.6,-2.09,105.97,106.1,20.47,9694,808,6.29,4.95,-176.53,-11.93,55.18,8.37
2_accessories_near,accessories_near,28.63,1.6,32.29,-196.04,16.72,117.59,36745,5807,96.33,58.63,-177.25,41.14,18.85,134.85
1_accessories_near,accessories_near,7.86,-7.76,-15.71,59.34,6.59,29.08,6597,1092,0,0,-177.35,69.61,32.82,-40.58
3_jewelry_far,jewelry_far,-13.46,11.75,40.87,-42.41,86.46,94.24,114196,4084,68.84,36.19,-177.74,15.75,54.29,30.1
1_pizza_far,pizza_far,-40.1,45.69,34.57,3.21,429.17,431.83,80092,30885,330.06,466.79,-178.28,105.73,110.89,-96.37
4_fashion_far,fashion_far,-4.76,-0.36,10.39,1.01,0,4.67,17771,7778,94.36,73.3,-178.72,-49.71,-103.98,232.78
3_arts_near,arts_near,0.08,12.72,30.76,-211.23,8.41,45.57,23595,3415,22.86,34.22,-179.47,170.27,-74.24,49.35
1_pubs_near,pubs_near,-1.47,0.1,38.27,70.64,73.22,2.85,3613,2136,63.25,25,-180.76,40.21,228.25,28.41
3_homedecor_far,homedecor_far,3.85,-7.28,-4.41,-37.48,255.85,55.19,35923,10424,52.85,51.81,-181.78,-15.31,155.06,22.08
3_homedecor_near,homedecor_near,11.51,-10.89,-9.82,2.36,52.59,6.83,13603,3799,30.17,5.4,-182.33,51.68,96.7,9.04
1_italian_far,italian_far,-17.29,19.9,54.49,131.14,194.07,458.85,33034,14121,229.72,246.86,-182.77,148.07,-99.23,-165.62
2_makeupartists_far,makeupartists_far,18.12,-32.82,-8.65,16.05,74.25,171.68,207757,20865,142.3,108.72,-183.68,24.56,-2.53,36.03
1_bbq_near,bbq_near,6.45,16.19,-28.87,-166.36,70.9,105.06,16239,2474,69.82,35.12,-183.9,145.33,-20.96,-116.34
0_specialtyschools_far,specialtyschools_far,19.14,7.03,-14.83,-71.98,206.88,121.15,38427,27779,199.35,232.27,-185.46,95.87,-106.88,-252.87
0_beautysvc_far,beautysvc_far,8.41,0.94,-41.76,12.17,434.77,202.95,1133593,68741,394.88,330.37,-185.6,72.14,-22.1,58.56
2_massage_near,massage_near,9.28,-22.32,-24.08,-177.36,97.15,48.55,61516,8211,56.99,112.37,-185.6,103.2,-97.02,38.8
3_sushi_far,sushi_far,-1.25,9.17,9.06,1.6,53.84,59.89,4543,2203,16.38,22.1,-186.53,41.52,138.51,1.56
0_realestate_far,realestate_far,-54.09,-15.54,0.4,-2.53,809.92,915.06,599551,111659,297.12,366.2,-187.75,7.33,187.57,146.43
1_petservices_far,petservices_far,0.07,-0.07,-0.34,0.9,4.25,7.78,202,65,36.27,0.51,-190.14,62.62,59.04,-17.99
0_movers_far,movers_far,9.69,40.79,50.15,91.02,332.81,206.17,740816,84459,228.53,293.22,-194.44,43.25,58.95,-32.96
1_arts_far,arts_far,27.12,12.22,-86.03,85.7,66.96,66.72,37543,23021,128.05,165.55,-194.57,40,27.19,-47.57
0_pizza_near,pizza_near,-18.69,20.78,-1.3,-98.98,59.75,46.95,6949,2086,45.25,37.98,-197.09,-34.92,4.38,-54.7
0_theater_far,theater_far,-0.88,8.28,1.67,57.96,980.92,404.91,693537,79087,156.61,158.38,-197.97,177.91,-66.03,48.68
2_makeupartists_near,makeupartists_near,-13.82,3.23,11.22,-75.45,113.79,124.51,74690,5032,24.77,34.73,-200.72,177.29,-165.18,57.52
0_mideastern_far,mideastern_far,-12.66,12.49,5.76,-0.09,9.76,6.46,2444,7958,3.92,4.4,-203.63,48.69,77.95,55.77
0_mediterranean_far,mediterranean_far,-28.79,20.84,60.09,-38.56,39.92,100.91,10400,8290,88.56,22.91,-205.03,-45.21,152.3,47.75
2_greek_near,greek_near,-7.68,1.36,-4.12,-103.41,61.5,69.08,4277,3863,10.17,35.93,-205.24,-31.41,59.25,36.01
1_financialservices_near,financialservices_near,-2.31,4.05,-16.81,14.27,0,25.71,1390,79,15.94,0,-205.3,52.87,-35.18,20.39
4_homeandgarden_far,homeandgarden_far,-0.4,1.7,-0.44,33.81,0,0,368,2073,52.47,13.1,-205.53,129.04,91.44,-45.23
2_bars_near,bars_near,-6.44,4.16,54.36,-350.29,149.31,234.47,43253,45011,205.56,192.48,-206.31,59.63,-56.62,137.11
1_salad_far,salad_far,34.76,-34.68,23.19,64.82,118.85,59.3,83432,15881,194.95,130.56,-206.42,78.06,101.94,237.97
0_restaurants_near,restaurants_near,84.23,-64.47,-75,14.71,380.74,328.46,187142,34882,374.76,210.96,-206.51,154.5,37.79,-94.03
0_pubs_near,pubs_near,-0.39,0.32,12.71,-75.32,8.14,3.46,946,129,0,11.09,-208.12,134.14,-60.44,-17.41
0_restaurants_far,restaurants_far,15.5,-26.28,-45.93,-46.87,673.43,747.86,637903,126284,338.46,379.67,-208.23,64.59,77.81,-30.35
3_sportgoods_near,sportgoods_near,-4.18,-1.35,-15.49,16.73,10.71,0,6138,3010,41.47,111.46,-208.78,-78.61,193.64,70.54
0_massage_therapy_far,massage_therapy_far,-30.99,-7.69,-1.82,-3.56,307.05,585.09,429083,15785,77.9,171.06,-209.08,126.04,-37.2,29.84
2_japanese_near,japanese_near,-9.08,14.9,18.91,122.71,55.54,108.74,22206,7120,27.41,36.35,-210.09,123.76,96.64,62.91
2_gyms_far,gyms_far,-0.16,0.94,0.86,-6.85,0,0,512,524,38.79,31.89,-210.13,92.47,-28.28,-59.03
0_chinese_near,chinese_near,-4.22,10.81,1.59,-3.88,2.03,0,4502,717,72.05,0,-210.79,206.2,-275.29,44.67
2_steak_far,steak_far,-4.9,10.52,-7.31,-7.02,98.24,32.14,6325,3226,90.62,202.92,-212.18,-17.26,160.05,-110.16
0_bbq_near,bbq_near,27,-22.13,-20.6,15.28,63.53,103.08,7193,1917,0,4.77,-212.22,175.92,-184.74,5.13
2_french_near,french_near,-0.83,-7.03,8.4,-30.88,12.55,25.38,5522,1066,230.4,16.16,-213.69,77.86,5.46,79.46
2_bars_far,bars_far,-12.64,7.85,22.41,-78.42,218.17,249.41,115966,129555,699.17,685.74,-213.84,40.53,55.28,-32.48
2_shopping_near,shopping_near,-34.53,12.53,-12.14,23.85,252.88,229.07,422250,61368,229.54,271.54,-215.17,99.17,-21.78,10.01
0_chicken_wings_far,chicken_wings_far,-2.92,-19.95,34.5,87.07,50.69,75.97,2982,1005,155.74,156.27,-216.52,135.95,-132.4,0.47
1_diners_far,diners_far,32.85,-13.68,2.77,-54.44,127.47,86.15,8097,5263,116.63,206.18,-216.66,130.32,409.8,-91.76
3_hair_far,hair_far,-22.65,-5.25,-44.52,88.65,183.22,97.42,125057,8585,135.87,81.67,-216.93,55.54,91.46,145.88
2_pubs_far,pubs_far,-0.66,-8,12.01,99.23,205.77,65.1,39318,12879,255.18,193.95,-218.08,11.9,120.15,-72.61
3_mediterranean_far,mediterranean_far,4.24,-0.03,17.67,21.38,115.59,10.38,3856,701,13.01,19.07,-218.12,62.6,31.66,-69.79
2_bakeries_far,bakeries_far,-61.13,45.48,44.52,-108.62,355.83,187.77,63520,33222,80.88,157.48,-219.26,26.71,119.88,-145.77
2_medcenters_far,medcenters_far,0,0,0,0,0,0,0,606,56.16,8.48,-220.48,165.62,-48.67,-23.65
3_asianfusion_far,asianfusion_far,0.29,-3.35,23.48,2.46,4.49,18.13,1208,3015,26.44,39.66,-221.17,89.96,-91.34,-81.09
2_furniture_near,furniture_near,-22.34,13.69,31.66,-134.35,46.51,88.79,7211,1916,73.27,11.1,-224.52,90.83,-150.6,76.25
3_grocery_near,grocery_near,7,-3.82,3.25,13.42,44.98,56.17,2807,277,17.95,0,-225.9,47.92,-16.83,28.58
0_financialservices_near,financialservices_near,41.25,-37.42,17.59,-90.25,240.74,241.49,277988,11505,107.89,141.23,-225.96,-2.06,184.37,-68.48
1_hair_far,hair_far,-54.26,36.65,34.37,200.24,156.68,70.46,31794,12974,137.2,224.62,-226.14,154.45,-95.69,-149.66
2_furniture_far,furniture_far,43.68,-40.84,6.13,-8.16,27.32,86.78,20134,5955,168.97,98.2,-235.73,149.21,-22.45,110.76
0_specialtyschools_near,specialtyschools_near,-23.38,33.03,-36.62,21.19,153.28,56.22,12623,6723,71.62,81.38,-235.97,81.32,-116.75,100.39
0_realestatesvcs_near,realestatesvcs_near,23.09,-38.11,25.35,-7.9,271.88,515.32,132564,11397,149.24,68.91,-236.86,252.95,-124.94,102.52
3_italian_far,italian_far,34.47,-15.75,25.92,-183.27,56.55,0,37634,3948,118.15,111.41,-237.37,8.62,38.51,109.9
1_bakeries_far,bakeries_far,-2.03,-28.39,10.16,29.54,227.38,168.4,114414,17079,193.94,245.74,-238.04,106.4,-160.73,-124.73
1_grocery_far,grocery_far,-11.41,-21.69,-18.95,19.77,204.01,125.4,28093,11626,218.12,243.7,-242.82,93.24,-258.98,-289.6
3_othersalons_far,othersalons_far,-1.11,10.07,4.62,22.71,54.49,19.62,21842,3150,35.27,72.47,-243.08,-4.73,22.78,133.18
0_fashion_far,fashion_far,8.08,-7.48,65.8,-158.84,38.09,27.57,24842,22144,160.02,142.75,-245.21,204.65,-100.4,-9.47
1_health_far,health_far,-28.74,32.67,-10.12,-4.92,69.58,70.25,6957,7432,255.45,179.35,-246.32,87.76,340.36,-91.21
2_womenscloth_far,womenscloth_far,15.6,-16.71,-25.7,94.39,129.14,82.54,133632,23425,137.24,205.75,-253.72,95.22,-21.01,12.05
1_womenscloth_near,womenscloth_near,2.59,-0.72,54.82,46.01,59.08,50.48,4296,1582,39.15,5.25,-254.9,86.44,71.06,-16.49
1_eventservices_far,eventservices_far,-12.73,-4.76,29.23,24.79,91.12,126.65,132900,41674,262.17,362.25,-254.98,100.74,76.4,-49.8
1_active_far,active_far,6.1,-0.17,23.82,-106.23,15.91,131.89,16829,2261,22.49,45.51,-259.2,-0.92,34.64,61.79
2_sushi_near,sushi_near,4.23,15.04,-10.31,-5.18,100.67,40.11,23440,6349,75.95,37.86,-260.4,52.36,75.12,73.52
0_fashion_near,fashion_near,4.37,-6.03,-8.32,-13.74,67.68,25.39,7862,5696,116.61,90.27,-262.32,201.62,-66.22,-189.36
2_sandwiches_near,sandwiches_near,-3.01,-47.1,41.09,-14.76,162.16,140.73,30003,6843,170.28,105.79,-262.39,-10.8,98.14,11.22
1_salad_near,salad_near,14.97,-33.79,8.43,141.15,109.18,10.33,27656,5370,48.33,73.98,-262.75,74.13,255.3,-91.33
2_chicken_wings_near,chicken_wings_near,-3.22,9.13,10.82,-176.12,71.43,28.18,6433,3452,134.56,33.7,-263.87,-66.77,225.37,-107.69
1_asianfusion_near,asianfusion_near,-0.72,-11.53,83.78,32.84,3.35,0,8809,1918,39.33,19.06,-264.05,118.32,32.46,77.97
0_accessories_far,accessories_far,-5.24,-1.32,2.65,212.91,167.48,96.13,141974,4720,32.39,84.83,-265.11,116.12,-21.23,31.12
0_car_dealers_far,car_dealers_far,43.07,-46.63,-46.81,55.28,146.12,346.75,72810,13826,245.12,182.7,-267.14,149.13,-126.75,-175.24
1_massage_therapy_far,massage_therapy_far,-3.52,0.49,12.94,50.91,0,0,1761,3755,12.99,131.3,-268.2,101.25,27.49,-13.18
2_eventplanning_far,eventplanning_far,-7.67,33.69,-4.34,-72.53,17.15,47.41,23649,6522,133.6,50.71,-268.91,145.3,-14.54,-44.36
1_bakeries_near,bakeries_near,0.09,-8.94,27.29,5.43,106.9,77.56,49056,5340,82.51,49.09,-269.92,214.83,-304.35,-168.87
0_pubs_far,pubs_far,2.29,1.05,17.55,39.37,24.95,0,2444,338,43.38,34.48,-270.28,63.63,80.06,162.98
3_lounges_near,lounges_near,1.78,-5.81,-14.66,179.27,0,16.49,5660,7024,6.79,68.81,-276.06,133.32,84.48,-35.82
2_womenscloth_near,womenscloth_near,19.06,5.16,-24.88,13.25,78.73,67.39,44657,7005,174.29,152.14,-277.27,80.5,126.98,44.63
2_spas_near,spas_near,-11.04,7.9,-42.82,48.28,184.81,12.51,12794,10674,85.19,95.72,-279.77,-31.9,8.66,452.86
0_optometrists_far,optometrists_far,28.48,16.68,-36.02,90.12,272.78,321.42,198883,7328,128.88,115.74,-282.35,-52.76,260.85,148.28
0_tires_far,tires_far,56.8,-71.06,-118.5,-100.54,181.55,120.27,93312,12496,251.75,204.44,-285.19,127.65,213.18,101.88
0_carwash_far,carwash_far,21.81,6.03,-68.97,-156.27,241.61,85.16,71556,32191,85.69,216.45,-285.54,89.64,183.41,-56.96
0_furniture_far,furniture_far,0.01,19.85,-21.64,65.78,123.02,99.79,63292,5586,38.95,30.62,-288.01,198.76,212.78,-139.7
1_laundryservices_near,laundryservices_near,18.82,-8.64,-47.84,42.65,41.5,24.86,5369,2873,39.97,60.72,-290.1,86.43,-134.05,203.32
4_furniture_far,furniture_far,-9.39,17.1,-19.62,-47.17,8.94,68.9,18606,723,123.52,15.09,-291.18,151.99,-13.02,-9.99
0_pets_far,pets_far,-31.39,4.01,15.34,-61.94,213.92,198.4,973139,81777,382.12,238.09,-292.82,160.5,192.09,90.79
0_auto_detailing_far,auto_detailing_far,-7.2,-1.63,-14.54,-233.96,91.43,156.69,250070,71090,119.43,130.93,-294.71,54.1,76.47,244.7
2_hairremoval_near,hairremoval_near,7.05,6.94,-14.24,-13.22,131.21,29.33,14188,11392,39.72,93.07,-296.34,-4.81,113.08,148.83
1_coffee_near,coffee_near,-16.23,-6.34,-40.4,110.25,230.44,119.45,101771,16046,133.48,155.59,-303.99,108.61,-48.38,245.98
1_chicken_wings_near,chicken_wings_near,10.23,-0.51,-48.56,-113.96,85.19,12.39,3984,3485,74.09,89.36,-309.42,213.81,118.22,-386.06
3_health_far,health_far,-9.25,13.55,-25.85,87.19,648.24,8.06,78319,5490,275.39,60.47,-310.42,32.01,154.29,-107.07
2_copyshops_near,copyshops_near,4.37,-5.58,2.4,-39.73,13.87,0,2951,462,7.48,0,-312.76,115.01,25.92,72.01
1_drugstores_far,drugstores_far,-6.58,3.77,-48.37,114.13,96.48,63.78,14319,3285,83.42,82.11,-314.48,99.4,-89.11,46.91
0_bars_far,bars_far,-4.69,-28.27,-36.08,403.89,142.84,45.24,19043,11421,154.32,150.66,-314.79,196.3,-217.51,85.21
1_homeandgarden_near,homeandgarden_near,0,-0.05,-1.17,53.73,0,0,992,1183,74.39,31.44,-320.46,35.1,123.77,-145.56
3_steak_far,steak_far,19.6,-29.8,-0.01,57.59,15.98,61.91,16575,11709,92.93,60.98,-324.35,219.59,111.08,-115.63
0_hair_extensions_far,hair_extensions_far,-5.83,21.36,-58.74,158.83,118.12,78.42,13455,7258,39.09,35.94,-330.22,82.72,135.99,-4.72
3_seafood_near,seafood_near,1.15,-2.73,-12.95,49.68,10.58,6.73,10165,1686,97.68,23.08,-331.22,63.27,73.91,16.41
2_localservices_near,localservices_near,-10.17,-26.76,11.36,233.54,93.2,125.94,64254,9239,38.77,75.19,-332.98,173.96,180.44,-111.68
1_sushi_far,sushi_far,-12.31,8.92,28.82,-0.98,26.65,144.99,15663,2263,22.32,50.07,-335.87,208.8,-97.09,89.6
3_makeupartists_near,makeupartists_near,-1.07,16.97,-6.05,-11.07,0,49.74,20881,1203,33.32,12.95,-338.42,97.29,231.83,-78.69
2_car_dealers_far,car_dealers_far,0,0,0,0,0,0,0,811,0,0,-341.47,116.83,-60.21,-6.75
0_bodyshops_near,bodyshops_near,21.76,-29.78,-22.25,-164.28,104.49,86.2,28303,5848,80.28,41.34,-342.31,41.92,-56.49,-7.67
2_mideastern_far,mideastern_far,4,-10.37,16.48,58.39,185.72,72.99,5659,3503,116.76,211.13,-342.56,262.51,-139.01,117.08
1_tradamerican_far,tradamerican_far,26.95,-22.23,-33.33,-42.54,160.76,153.15,39193,26669,325.05,191.09,-345.94,76.4,61.87,117.17
1_italian_near,italian_near,-4.65,28.32,-49.03,65.54,27,11.33,13869,4073,105.76,33.52,-347.6,74.64,64.48,-149.25
0_dentists_near,dentists_near,8.08,-10.65,17.33,37.13,0.72,32.97,12407,11210,125.7,96.58,-350.25,29.7,186.45,157.96
2_grocery_far,grocery_far,-15.63,-25.91,-30.56,-61.4,105,137.5,57120,13684,358.18,207.81,-350.66,8.65,37.23,262.64
